partner_name,site_name,site_phone,web_addr,extracted_emails,extracted_phones,address
COMPUTECH LIMITED,COMPUTECH ICS (T) LIMITED,2111010,https://www.computechlimited.com,,"00025641342910, 2111010, +254730141000, +250255115352","P O BOX 38057, DAR ES SALAAM, TANZANIA"
COMPUTER CENTRE (TZ) LTD,COMPUTER CENTRE TANZANIA,+255222117730,https://WWW.CCTZ.COM,,"+255222117730, +251922467662","Plot No 107/27, Opposite TDFL Building, Upanga Road, Dar es Salaam, TANZANIA"
Computer Connections Ltd,COMPUTER CONNECTIONS LTD,+255222602857,https://www.computertz.com,,"+250789843143, +255222602857","GROUND FLOOR OASIS OFFICE PARK, PLOT 14/15 HAILE SELASSIE ROAD OYSTERBAY, DAR ES SALAAM, TANZANIA"
COMPUTER INFORMATION SYSTEMS,COMPUTER INFORMATION SYSTEMS Tanzania,+255764338095,https://groupcis.com/,,"+255764338095, +250252589558, +254717735444, +256414581022","NDOVU ROAD #65, DAR EL SALAM, TANZANIA"
COMPUTER LEARNING CENTRE LIMITED,TANZANIA,+255683901203,https://www.clc-training.com/,info.africa@clc-training.com,"+254 758 809066, +254205135250, +255683901203, 254713027191","CHOLE ROAD, PLOT NO1935/4 MASAKI, DAR ES SALAAM, TANZANIA"
Crescent Tech Ltd,CRESCENT CLIENT SOLUTION LIMITED,254701198903,https://www.ctgafrica.com/,,"+254768281619, 254701198903","PLOT # 1088, TOWER B, KIBASILA, DAR ES SALAAM , DAR ES SALAAM, TANZANIA"
DATACENTRIX SOLUTIONS LTD,DATACENTRIX SOLUTIONS LTD,+255685676800,https://www.datacentrixs.com/,info@datacentrixs.com,"+255685676800, +255 759 670932, +255 685 676800","15 SOPHIA KAWAWA STREET, PLOT NO 942, BLOCK 157, DAR ES SALAAM, TANZANIA"
DIMENSION DATA SOLUTIONS LTD,DIMENSION DATA TANZANIA LTD,+255222129147,https://services.global.ntt/en-us/new-404?searchTerm=ke,,"+255222129147, +25321321316, +250783417106, 254204993000, +254204993000, +256312313140","FLOOR BARCLAYS HOUSE OHIO STREET 2ND, DAR ES SALAAM, TANZANIA"
DISTRICT30 LTD,DISTRICT30 LTD,+255767898735,https://district30.africa/,,+255767898735,"2ND FLOOR - ZO SPACES PLOT NO 4 NEW BAGAMOYO ROAD KIJITONYAMA, DAR ES SALAAM, TANZANIA"
Dolphin Professional Services Limited,DOLPHIN PROFESSIONAL SERVICES LTD,+255763527670,https://www.dolphin.co.tz,,"+254712140144, 255763527670, +250788864852, +255763527670, +256759986825","WAKATIBADO/MANGO STREET BLOCK NO 45C PLOT NO 122, PLOT NO 122, DAR ES SALAAM, TANZANIA"
Double Click Consulting Ltd,DOUBLE CLICK CONSULTING LTD,,https://yahoo.uservoice.com/forums/193847-search,,,DOUBLE CLICK CONSULTING LTD Tanzania
DOWN TO EARTH TECHNOLOGIES LTD,"Plot 10, block 41",254204343070,https://dte-tech.com/,support@dte-tech.com,"(0) 204 34 3070, +254204343070, 254204343070, 2540204343070","Kumbukumbu Street, Morocco, Kinondoni, DAR ES SALAAM, TANZANIA"
Dynatech Solutions Ltd,DYNATECH SOLUTIONS LTD,+255713227249,https://dynatech.co.tz/,info@dynatech.co.tz,+255713227249,"PO BOX 12363, DAR ES SALAAM, TANZANIA"
Emerging Communications Ltd,EMERGING COMMUNICATIONS LTD,+255715710092,http://www.e-com.co.tz/,info@e-com.co.tz,"+255 22 2617996, 0800-0500, +255715710092","P.O. BOX 42133, DAR ES SALAAM, TANZANIA"
ENVOTEC SERVICES LTD,ENVOTEC SERVICES LTD,+255767605137,https://www.envotec.co.tz/,,"767 605137, +255767605137","LUICH STREET, DAR ES SALAAM, DAR ES SALAAM, TANZANIA"
FIKRANOVA COMPANY LTD,FIKRANOVA COMPANY LTD,,https://www.three.com/,,,FIKRANOVA COMPANY LTD Tanzania
Freedom Computers Limited,FREEDOM COMPUTERS LTD,+255686777501,https://www.freedomuhuru.com,,+255686777501,"7/20 UHURU STREET, DAR ES SALAAM, TANZANIA"
IBM East Africa Limited,IBM TANZANIA LTD,0,https://www.ibm.com/in-en,,"0, +254202834000","Amani Place, 7th Floor, DAR ES SALAAM, TANZANIA"
Infogear Technology Limited,Upanga Office,+255786753452,https://www.infogear.co.tz/,Sales@infogear.co.tz,+255786753452,"GIRL GUIDES BUILDING, 1ST FLR, PLOT NO 1088 OFFICE D-JD-113, KIBASILA ROAD, UPANGA, DAR ES SALAAM, TANZANIA"
INFOSEC T LTD,INFOSEC T LTD,+255673240533,https://www.infosec.co.tz,"info@infosec.co.tz, info@infosec.co.rw","+250793762753, +255673240533","PLOT NO 300, BLOCK J, OASIS VILLAGE, MBEZI BEACH B, DAR ES SALAAM, TANZANIA"
Infosys,INFOSYS IPS T LTD,+255222664221,https://www.infosys.co.tz,,"+255222664219, +255222664221","MWINDU LANE ST OFF KINONDONI RD, DAR ES SALAAM, TANZANIA"
INVENTIONS TECHNOLOGIES CO. LTD,INVENTIONS TECHNOLOGIES COMPANY LTD,+255222775873,https://www.it.co.tz,,"+255 22 277 5873, +255222775873","LUKULEDI STREET REGENT ESTATE 219, DAR ES SALAAM, TANZANIA"
ISON TECHNOLOGIES KENYA LTD,ISON TECHNOLOGIES TANZANIA LTD,+255789888114,https://www.isontechnologies.com/,,"+254732198000, +255789888114, 25641233700, 25173219800","FK HOUSE, 23 BARACK OBAMA DRIVE, DAR ES SALAAM, TANZANIA"
IVO SOLUTIONS LTD,IVO SOLUTIONS LIMITED,+255712001236,https://www.ivosolutions.co.tz/,,"+255712001236, +256200912182","ALFA PLAZA, 4TH FLOOR, OFFICE SUITE 401, ALI HASSAN MWINYI ROAD, DAR ES SALAAM, TANZANIA"
JEIS Industries Company LTD,JEIS INDUSTRIES COMPANY LTD,+255659505056,https://www.jeis.co.tz/,business@jeis.co.tz,"+255754711105, +255659505056","BOKO BEACH, DAR ES SSALAAM, DAR ES SSALAAM, TANZANIA"
KALAMU TECHNOLOGIES AND ENGINEERING COMPANY LTD,KALAMU TECHNOLOGIES AND ENGINEERING COMPANY LTD,+255764550300,https://kalamutech.co.tz,,+255764550300,"PO BOX 71431 DAR ES SALAAM, PWANI STREET, TEGETA - DAR ES SALAAM, DAR ES SALAAM, TANZANIA"
Konvergenz Network Solutions Ltd,konvergenz Network Solutions Limited,,https://konvergenz.co.ke/our-solutions/,,,konvergenz Network Solutions Limited Tanzania
MANTRA TECHNOLOGIES LTD,MANTRA TECHNOLOGIES LTD,,https://yahoo.uservoice.com/forums/193847-search,,"068876890002, +256 774245169, +256 393202011, 06887689",MANTRA TECHNOLOGIES LTD Tanzania
MATLUCKY COMPANY LTD,MATLUCKY COMPANY LTD,+255764813005,https://www.matlucky.co.tz,info@matlucky.co.tz,+255764813005,"JUED BUSINESS CENTRE , PLOT 486, 486 ROSE GARDEN RD, MIKOCHENI, DAR ES SALAAM, DAR ES SALAAM, TANZANIA"
MFI Document Solutions limited,MFI DOCUMENT SOLUTIONS LTD,00255784504623,https://www.groupmfi.com,,"+250788305012, +256414308000, +254203251777, 00255784504623, +251921307035","NKARUMA ROAD, DAR ES SALAAM, TANZANIA"
PALLADIUM TECH TANZANIA LTD,PALLADIUM TECH TANZANIA LTD,+255761441441,https://palladiumtech.co.tz/,info@palladiumtech.co.tz,+255761441441,"HOUSE NO 5, MARY CLOSE STREET JANGWANI AFRICANA, MBEZI BEACH DAR ES SALAAM, DAR ES SALAAM, TANZANIA"
PAONES GENERAL TRADING COMPANY LIMITED,PAONES GENERAL TRADING COMPANY LIMITED,+255694704527,https://www.paones.co.tz/cgi-sys/suspendedpage.cgi,,"+255694704527, +255766628854","SAMORA AVENUE, POSTA PO BOX 9651 DAR ES SALAAM, DAR ES SALAAM, TANZANIA"
PI 227 TANZANIA LTD,PI 227 TANZANIA LTD,+255658044544,https://www.pi227africa.com/,,+255658044544,"MISSION STREET, PSSSF TWIN TOWER, 5TH FLOOR WING B, DAR ES SALAAM, TANZANIA"
Satcom Networks Africa Ltd,SATCOM NETWORKS AFRICA LTD,+255786120005,http://www.satconet.co.tz,,"+255222860809, +255786120005","1st Floor, Five Star Complex, Plot No. 3, Lot No. 20, Nyerere Road, DAR ES SALAAM, TANZANIA"
Scotia Group Limited,SCOTIA GROUP LTD,+255764560848,https://thescotiagroup.com/,,+255764560848,"SCOTIA GROUP LIMITED, MSASANI PENISULA,, 429 MAHANDO ROAD, BLOCK D, POBOX 2477, DAR ES SALAAM, TANZANIA"
SEACOM LTD,SEACOM TANZANIA,+255 22 260 2827,https://seacom.com/,,"+254205133000, +255 22 260 2827, 764003495","TOURE DRIVE ROAD, CITI BANK BUILDING, PLOT NO 1962, 1ST FLOOR, OYSTERBAY, DAR ES SALAAM, TANZANIA"
SENSORTEC D-FENS SYSTEM LTD,SENSORTEC D-FENS SYSTEM LTD,748057364,https://sensortec.co.tz/,info@sensortec.co.tz,748057364,"RAHA TOWER BUILDING, BIBI TITI STREET, FLOOR NO 3, DAR ES SALAAM, TANZANIA"
SILENSEC LTD,SILENSEC LTD,+255222214100,https://silensec.com/,info@silensec.com,"+255222214100, +357 99 883356, (0) 20 8071814, +255 7955 34653, +260 7706 99737","MSASANI PENINSULA, 429 MAHANDO ROAD, BLOCK D, DAR ES SALAAM, TANZANIA"
SoftNet Technologies Limited,SOFTNET TECHNOLOGY,+255222515100,https://softnet.co.tz/,"info@softnet.co.ug, info@softnet.co.tz","255718444440, NA, +255 22 251 5100, +255222515100","144 MIGOMBANI STREET MIKOCHENI, DAR ES SALAAM, TANZANIA"
SYBYL LIMITED,Sybyl Limited,+255222196866,https://www.sybyl.com,,"+255222196866, +251116517314, +254719061500, 256782344394, 00000, +256414305400, +250788305180, +250788387055, +251111111585","ZO SPACES,SLIPWAY, MASAKI,YACHT CLUB ROAD,, DAR ES SALAAM, TANZANIA"
Tech Mahindra Limited,Tech Mahindra Limited,254782774031,https://www.techmahindra.com/,,"587933, 254782774031, +254782774031, 2348122872909","LAIBON- UTALII HOUSE, OYSTER BAY,, DAR ES SALAAM, TANZANIA"
Tech247 Ltd,247 TECH TANZANIA LIMITED,+255716942922,https://247.tech/,,"256760894464, 2001-2019, +254777224747, 0738692764, +255716942922","GEREZANI STREET, 7TH FLOOR, PSSSF TOWERS, SAMORA AVENUE, OPPOSITE RAILWAY STATION, DAR ES SALAAM, TANZANIA"
TECHNOLOGY ASSOCIATES EA LTD,TECHNOLOGY ASSOCIATES TANZANIA LIMITED,,https://www.techno-associates.com,,"+255756315959, +256414348741, +254203745273, +251935341044","SUITE NO 204 RAHA TOWERS , DAR ES SALAAM, TANZANIA"
Technology Associates Tanzania Ltd,TECHNOLOGY ASSOCIATES TANZANIA LTD,+255222212594,https://www.techno-associates.com,,+255222212594,"5TH FLOOR,AMANI PLACE,OHIO STREET,DAR ES SALAAM, DAR ES SALAAM, TANZANIA"
TECHNOMAK CONSULTING LTD,TECHNOMAK CONSULTING LTD,+255744966895,https://technomak.co.tz/,"support@technomak.co.tz, info@technomak.co.tz","+255744966895, +255763100705","PO BOX 35475, DAR ES SALAAM, TANZANIA"
TWENTY THIRD CENTURY SYSTEMS,TWENTY THIRD CENTURY SYSTEMS TZ,00255,https://ttcs.co.tz/,,00255,"ABSA HOUSE, OHIO STREET, DAR ES SALAAM, TANZANIA"
UBX TANZANIA LIMITED,UBX Tanzania Ltd,+255768984990,https://www.ubx.co.tz,"sales@ubx.co.tz, info@ubx.co.tz","2550768984, +255768984990, +250784950594","MIKOCHENI B, LUCY LAMECK STREET, PLOT 6, DAR ES SALAAM, TANZANIA"
