partner_name,site_name,site_phone,web_addr,address
al tall alawal,AL TALL AL AWAL TRADING EST,+966594044499,https://al-tall.com,"11455, RIYADH, RIYADH, SAUDI ARABIA"
AL THOLATHYA AL AMMAH INFORMATION TECHNOLOGY ATIT,AL THOLATHYA AL AMMAH INFORMATION TECHNOLOGY ATIT,+966118274146,https://www.atit-sa.net,"BUILDING S4 RIYADH BUSINESS FRONT, AIRPORT RD, RIYADH, SAUDI ARABIA, RIYADH, SAUDI ARABIA"
AL WASAEL AL DHAKIA FOR INFORMATION TECHNOLOGY,AL WASAEL AL DHAKIA FOR INFORMATION TECHNOLOGY,+966503122535,https://smarttools-sa.com/,"SAUDI ARABIA, RIYADH, RIYADH, SAUDI ARABIA"
AL WATANIA INFORMATION SYSTEMS,AL WATANIA INFORMATION SYSTEMS,96659549679,https://www.wisys.com.sa,"RIYADH MAIN STREET, RIYADH, SAUDI ARABIA"
AL-ENJAZ AL-MUTAMAYIZ INFORMATION TECHNOLOGY ESTABLISHMENT,AL-ENJAZ AL-MUTAMAYIZ INFORMATION TECHNOLOGY ESTABLISHMENT,537517707,https://www.enjaz.com,"NORTH MATHER DIST - FATEH ALLAH ALSHAFEE, RIYADH, SAUDI ARABIA"
Al-Fares Advanced Contracting Company,Al-Fares Advanced Contracting Company,+966599504857,https://www.alfaressa.com,"PRINCE KHALED IBN BANDAR IBN ABDUL AZIZ ST AL-ARID, RIYADH, SAUDI ARABIA"
AL-HAKBANI INFORMATION TECHNOLOGY,AL-HAKBANI INFORMATION TECHNOLOGY,+966114808085,https://www.nutechits.com,"AL HAKBANI BUSINESS COMPLEX BLDG 1, RIYADH, SAUDI ARABIA"
Al-Kam Telecommunication,Al-Kam Telecommunication,+966138877207,,"PRINCE TURKEY STREET, AL KHUBAR, SAUDI ARABIA"
AL-MAYSSAN TECHNICAL SERVICES,ALMAYSSAN TECHNICAL SERVICES,+96626676251,https://www.almayssan.com,"PO BOX 9539, JEDDAH, SAUDI ARABIA"
AL-NAWRAS INTERNATIONAL CO. for IT,AL-NAWRAS INTERNATIONAL CO. for IT,+966507631254,https://infobel.com,"KHALID BIN ALWALEED STREET, JEDDAH, SAUDI ARABIA"
ALANTECH INFORMATION TECHNOLOGY COMPANY,ALANTECH INFORMATION TECHNOLOGY COMPANY,+966543410254,https://alantechnology.com/,"OFFICE NO04,GROUND FLOOR,FRAIJI BUILDING,JARIR STREET,AL MALAZ,RIYADH,KSA, RIYADH, SAUDI ARABIA"
ALEHA CONTRACTING COMPANY,ALEHA CONTRACTING COMPANY,+966542782786,https://www.alehaa.com,"3810 6221ST, SAYHAT, SAUDI ARABIA"
ALFA GULF TECHNOLOGIES AND CONSTRUCTION COMPANY,ALFA GULF TECHNOLOGIES AND CONSTRUCTION COMPANY,+966534979774,https://www.alfa-gulf.com,"12 DOOR, FLOOR 4, AL KHUBAR, SAUDI ARABIA"
Alfalak Electronic Equipment & Supplies Co.,ALFALAK ELECTRONIC EQUIPMENT & SUPPLIES COMPANY,+966138591990,https://www.alfalak.com,"ASWAD IBN YAZID STREET, BUILDING 3976, AL KHUBAR, SAUDI ARABIA"
alfanar IT,ALFANAR COMPANY,+966920006111,https://alfanar.com,"5 AND 6 ALFANAR BUILDING NORTHERN RING ROAD, RIYADH, SAUDI ARABIA"
Alfaneyah Electromechanical Company Ltd.,ALFANEYAH ELECTROMECHANICAL COMPANY LTD,+966126529000,https://alfaneyah.com,"SUITE NO 902 903 1101 1102 1103 HAIL COMMERCIAL TO, JEDDAH, SAUDI ARABIA"
ALHULUL ALIHTIRAFIYA ALMUTAQADIMA ALSHAMILA COMPANY,ALHULUL ALIHTIRAFIYA ALMUTAQADIMA ALSHAMILA COMPANY,+966566177655,https://www.pais-int.com,"SAUDI ARABIA - RIYADH - POSTAL CODE 13242 - DAMMAM, RIYADH, SAUDI ARABIA"
ALIA ICT,ALIA ICT,0564354666,https://www.aliaict.com,"ALIA BUSINESS PLAZA AR RABI, RIYADH, SAUDI ARABIA"
ALIBTIKAR WALHULUL ALMUMTAZAH,ALIBTIKAR WALHULUL ALMUMTAZAH,+966541626039,https://www.ihm.com.sa,"MOHAMED AL SHAER AL SULIMANYA RIYADH KSA, RIYADH, SAUDI ARABIA"
ALJeraisy Electronic Services Company,Jeraisy Electronic Services Company,00966569233979,https://www.jes.com.sa,"6644 OLYA STREET, RIYADH, SAUDI ARABIA"
ALKAN ARABIA,ALKAN ARABIA,+966114066224,https://www.alkancit.com,"AKHAWEEN BUILDING, DABAB STREET, RIYADH, KSA, RIYADH, SAUDI ARABIA"
ALKHALAF TRD,ALKHALAF TRD,+966506228727,https://www.h-alkhalaf.com,"OLAYA STREET, RIYADH, SAUDI ARABIA"
Alkhdirh Trading Est.,ALKHDIRH TRADING EST,+966114533732,https://www.alkhdirh.com,"AT TAAWUN, 2158, RIYADH 12477, RIYADH, SAUDI ARABIA"
Alkhorayef Printing Solution,ALKHORAYEF PRINTING SOLUTION,+966114786161,https://www.aps.sa,"11412 RIYADH, RIYADH, SAUDI ARABIA"
Allied Solutions for IT,ALLIED SOLUTIONS FOR IT,+966556604310,https://www.alliedsolutions-sa.com,"MAKKAH AL HAMRA,JEDDAH AL SAFA DISTRICT,JEDDAH,SA,, JEDDAH, SAUDI ARABIA"
ALM INFORMATION TECHNOLOGY,ALM INFORMATION TECHNOLOGY,+966537060997,https://www.alm-ict.com,"PO BOX 40901, RIYADH, SAUDI ARABIA"
ALMAJAL GROUP FOR SECURITY,ALMAJAL GROUP FOR SECURITY,+966569805899,https://www.g4s.com/en-sa,"JEDDAH, JEDDAH, SAUDI ARABIA"
AlMalath Al Arabia Co.,ALMALATH AL ARABIA COMPANY,+966114002031,https://www.almalath.com/en/,"ANAS BIN MALIK, GROUND, RIYADH, SAUDI ARABIA"
ALMUSANADA FOR PUBLIC SERVICES COMPANY,ALMUSANADA FOR PUBLIC SERVICES COMPANY,+966551346143,https://almusanda-gs.com,"7419 HAEL ST ALBOHDADYA JEDDAH KSA, JEDDAH, SAUDI ARABIA"
ALNAFITHA INTERATIONAL,ALNAFITHA INFORMATION TECHNOLOGY,+966122349100,,"KING FAHAD ROAD, RIYADH, SAUDI ARABIA"
ALPHA DATA INFORMATION TECHNOLOGY COMPANY,ALPHA DATA INFORMATION TECHNOLOGY COMPANY,+966546238204,https://www.alphadata.sa,"AL EHSAA 7101 3074 BUILDING 3887 SECONDARY NO 6391, RIYADH, SAUDI ARABIA"
ALPHA DIGITAL COMPANY,ALPHA DIGITAL COMPANY,+966543434343,https://www.alphadigital.sa,"2253 ALURUBAH ROAD, RIYADH, SAUDI ARABIA"
ALPHA DIMENSIONS COMPANY,ALPHA DIMENSIONS COMPANY,+966571700001,https://www.alphaevent.com.sa,"SAUDI ARABIA - RIYADH - ALSULAIMANIYAH - PRINCE MUHAMMAD IBN ABDULAZIZ, RIYADH, SAUDI ARABIA"
ALRAKEEN,ALRAKEEN,508873555,https://alrakeen.sa,"2858 MAKKAH MUKAROMAH ROAD OLAYA DIST 12221 RIYADH, RIYADH, SAUDI ARABIA"
AlRammah International Telecom and IT Services RITIS,ALRAMMAH INTERNATIONAL TELECOM AND IT SERVICES RITIS,+966138961700,https://goritis.com,"AL MOUSA TRADING CENTER 1ST FLOOR BLOCK C ST13 YAR, AL KHUBAR, SAUDI ARABIA"
ALRAYAH NETWORK Co.,ALRAYAH NETWORK COMPANY,+966138337049,https://www.alrayahnetwork.com,"2944 KING ABDULAZIZ STREET, AD DAMMAM, SAUDI ARABIA"
ALSAHABAT ALTASIAH L COMPANY FOR CONNECTIONS W TKNYT ALMLUMAT SHRKT SHKHS WAHID,ALSAHABAT ALTASIAH L COMPANY FOR CONNECTIONS W TKNYT ALMLUMAT SHRKT SHKHS WAHID,+966115121746,https://www.cloud9.com.sa,"4034 AL-HUSSEIN BIN ALI - AL-MASIF DISTRICT RIYADH, RIYADH, SAUDI ARABIA"
ALTAKAMUL NATIONAL INFORMATION TECHNOLOGY,ALTAKAMUL NATIONAL INFORMATION TECHNOLOGY,+966126446645,https://altakamultech.com.sa,"PO BOX 15420 JEDDAH 21444 KINGDOM OF SAUDI ARABIA, JEDDAH, SAUDI ARABIA"
Altamam United Co,ALTAMAM UNITED COMPANY,+966555450307,https://tuc.com.sa,"11345 RIYADH, RIYADH, SAUDI ARABIA"
ALZAHRAA ALMASRYAH ALWALAA,ALZAHRAA ALMASRYAH ALWALAA,592834307,https://ecca-group.com/,"12233-4264 IBN KATHEER ST AL SULAYMANIYAH DISTRICT RIYADH, BUILDING NO7783, RIYADH, SAUDI ARABIA"
AMAL CADY ESTABLISHMENT FOR COMMUNICATION AND INFORMATION TECHNOLOGY,AMAL CADY ESTABLISHMENT FOR COMMUNICATION AND INFORMATION TECHNOLOGY,+966594869818,https://actitsolutions.com,"IBN KATHEER STREET, BUILDING 7199, RIYADH, SAUDI ARABIA"
AMALOGY FOR INFORMATION TECHNOLOGY,AMALOGY FOR INFORMATION TECHNOLOGY,+966580320022,https://pif.gov.sa,"SALAH AL DIN AL AYOUBI ROAD, RIYADH, SAUDI ARABIA"
AMAN SOLUTIONS FOR CYBERSECURITY,AMAN SOLUTIONS FOR CYBERSECURITY,+966115122919,https://www.aman.com.sa/,"3549 AL URUBAH ROAD, RIYADH, SAUDI ARABIA"
Anazeem information technology,ANAZEEM INFORMATION TECHNOLOGY COMPANY LTD,+966545554405,https://www.anazeem.com,"RIYADH-OTHMAN BIN AFFAN ROAD, AL TAWUN DISTRICT, AL TAWUN COMMERCIAL BUILDING, FLOOR # 1 OFFICE # 12, RIYADH, SAUDI ARABIA"
ANINE SOLUTIONS COMPANY,ANINE SOLUTIONS COMPANY,545357770,https://a9it.com,"RCRB6327, RIYADH, SAUDI ARABIA"
ANKAR ALMUTATAWIRA COMPANY FOR TELECOMMUNICATIONS,ANKAR ALMUTATAWIRA COMPANY FOR TELECOMMUNICATIONS,+966115126789,https://www.anchoreg.com,"Al aflaj  St AL-SUWAIDI 125 UNIT A1-B1, RIYADH, SAUDI ARABIA"
Anmat Tech,ANMAT TECH,+966112221177,,"Riyadh, King Fahad Road , Olaya Avenue Building, 2nd Floor. #Office 4023, Riyadh, SAUDI ARABIA"
ARAB SPECIFICATIONS COMPANY FOR INFORMATION TECHNOLOGY,ARAB SPECIFICATIONS COMPANY FOR INFORMATION TECHNOLOGY,+966133476663,https://www.arabspec.com,"EBRAHIM RADWAN STREET, BUILDING 7577, JEDDAH, SAUDI ARABIA"
Arabian for science and Technology ASTC,ARABIAN FOR SCIENCE AND TECHNOLOGY ASTC,0096655666543,https://www.astc.com.sa,"8101 OTHMAN BIN AFFAN ROAD, KING ABDUL, RIYADH, SAUDI ARABIA"
"Arabian Information Technology Co, -ARCOM","Arabian Information Technology Co, -ARCOM",+966114508243,https://www.arcom.com.sa,"88 ABIDUJANA STREET ALMURSALAT, RIYADH, SAUDI ARABIA"
Arabian Networking Systems (ANS),ARABIAN NETWORKING SYSTEMS,+966138941048,https://www.ans.com.sa,"1ST, CROSS PRINCE ABDULLAH STREET, AL KHOBAR, SAUDI ARABIA"
ARDENON,ARDENON,+966566565661,https://www.ardenon.com,"PRINCE SULTAN STREET, LINK BUILDING OFFICE A1, JEDDAH, SAUDI ARABIA"
ARKAN ALKHALEEJ,ARKAN ALKHALEEJ,+966557878315,https://info@arkanalkhaleej.com.sa,"5031 KING ABDULAZIZ ROAD, AL SULAYMANIYAH, RIYADH, SAUDI ARABIA"
Arkan Almustaqbal for Telecomunication,ARKAN ALMUSTAQBAL FOR TELECOMUNICATION,+966138685418,https://www.arkantel.net,"OFFICE # 403 , 4TH FLOOR CLOCK TOWER KING KHALID STREET, AL NAKHIL AREA, AD DAMMAM, SAUDI ARABIA"
ARKANPRO COMPANY,ARKANPRO COMPANY,920021241,https://arkanpro.com.sa,"ALFAYHA DIST ALMASSJID RD35811, AL JUBAIL, SAUDI ARABIA"
