partner_name,site_name,site_phone,web_addr,extracted_emails,extracted_phones,address
AUTOSKADATECHNOLOGIES LTD,AUTOSKADATECHNOLOGIES LTD,+2348033361389,https://www.autoskada.com,info@autoskada.com,+234 08037848812,"10 AZUABIE ROAD, OPP GTC OFF TRANS AMADI INDUSTRIAL AREA, PORT HARCOURT, RIVERS STATE, NIGERIA, 7G ANJOUS DRIVE, LEKKI, PORT HARCOURT, NIGERIA"
BARIUM TECHNOLOGY LTD,BARIUM TECHNOLOGY LTD,+2348022951529,https://www.bariumtech.com,info@bariumtech.com,2000000000,"PLOT 2 BLOCK 19A JERRY IRIABE STREET, LEKKI PHASE 1, LAGOS, NIGERIA"
BETATECH CONSULTS LTD,BETATECH CONSULTS LTD,+2348020375099,https://www.betatechng.com,info@betatechng.com,"2000000000, 81783280456414, +2348160428959","36 ADEBOLA STREET, OFF ADENIRAN OGUNSANYA STREET, SURULERE, 36, LAGOS, NIGERIA"
BHARTI AIRTEL LIMITED,AIRTEL NIGERIA LTD,+2348022220267,https://www.airtel.com.ng,,,"PLOT L2 BANANA ISLAND, FORESHORE ESTATE IKOYI, LAGOS, NIGERIA"
Bitscape Technology Services Limited,BITSCAPE TECHNOLOGY SERVICES LTD,+2348027696740,https://www.bitscapetech.com,,,"PLOT 16A, GEORGE OMONUBI STREET, LAGOS, NIGERIA"
BLUDIVE TECHNOLOGIES LTD,BLUDIVE TECHNOLOGIES LTD,+23416323783,https://bludive.net,info@bludive.net,"2147483647, +234-802-181-001","1ST FLOOR, GARNET BUILDING, KM 14, LEKKI - EPE EXPRESSWAY,, IGBO - EFON, LEKKI, NIGERIA"
Bluechip Technologies LTD.,BLUECHIP TECHNOLOGIES LTD,+23414549539,https://bluechiptech.biz/about/,info@bluechiptech.biz,"00000099, 17978531154, +234 2014549539, 38963121, 00000026","9B ONIKOYI LANE, PARKVIEW ESTATE, IKOYI, NIGERIA"
Blueprint business Technology,BBT LTD,+23414633133,https://www.blueprintnet.com,sales@blueprintnet.com,"+233 (0) 302 214, +234 (0) 80904422","RIBADU ROAD OFF AWOLOWO ROAD IKOYI 2, IKOYI LAGOS, NIGERIA"
BNG Technologies Limited,BNG Technologies Limited,+2347045430404,https://www.bngtechnologies.com,"info@bngtechnologies.com, salesteam@bngtechnologies.com",+234 704 543 0404,"11b Fatai Arobieke Street, Off Admiralty Way,, Lagos, NIGERIA"
BRAIN TASK NIGERIA LTD,BRAIN TASK NIGERIA LTD,+2348143490431,https://www.braintask.com.ng,contact@braintask.com.ng,+234 (0) 814 349,"13 ABIGI CLOSE, AKIODE OJODU, IKEJA, NIGERIA"
BT(Nigeria) Limited,BT NIGERIA LTD,+2348033036887,https://www.bt.com,,"2147483646, 0330 1234 150, 6666666667, 020 7356 5000, 2147483647, 2147483645, 3333333333","ADOL HOUSE, IPM AVENUE CENTRAL BUSINESS DISTRICT ALAUSA IKEJA 15, LAGOS, NIGERIA"
CAESARVISIONS LTD,CAESARVISIONS LTD,+2348095982067,https://caesarvisions.com/,,"99999999, +447 908772893, +234 8023189603, +2348023189603, 447908772893","PLOT 155, HILSTONE ESTATE NNPC COOPERSTIVE ESTATE,, LIFECAMP ABUJA, ABUJA, NIGERIA"
CASS IMPERIAL MERCHANT NIG LTD,CASS IMPERIAL MERCHANT NIG LTD,+2347060571230,https://www.mordytech.com,info@mordytech.com,"361328125, 6636962890625, 96429443359375, 198486328125, 850830078125, 302734375, 4691162109375, 4676513671875, 53271484375, 6234130859375, 99560546875, 19488525390625, 34033203125, 174224853515625, 121090483491, 41943359375, 71484375, 2705078125, 11090087890625, 445526123046875, 034271240234375, 304534912109375, 329833984375, 97216796875, 47113037109375, 209228515625, 234 706 057 1230, 993560791015625, 623779296875, 49053955078125, 772216796875, 150390625, 916473388671875, 509765625, 32080078125, 449462890625, 9132080078125, 9150390625, 70501708984375, 632568359375, 1285400390625, 39093017578125, 0849609375, 875244140625, 137451171875, 4266357421875, 8409423828125, 746490478515625, 01116943359375, 2607421875, 044158935546875, 869140625, 234 817 476 6703, 5401611328125, +234 706 057 1230, 72705078125, 539520263671875, 561767578125, 6514892578125, 827972412109375, 5587158203125, 8892822265625, 762939453125, 626953125, 2744140625, 6583251953125, 73046875, 43743896484375, 72015380859375, 694091796875, 9169921875, 012939453125, 85797119140625, 700958251953125, 0323486328125, 91015625, 947265625","1 ADEKUNLE OWOBIYI CLOSE, OFF OLADELE KADIRI CLOSE, IKEJA, NIGERIA"
Castlenet Consulting Limited,CASTLENET CONSULTING LTD,+23416310967,https://www.castlenetconsults.com,info@castlenetconsults.com,+234 201 631 0967,"PLOT 19 BLOCK 16 CHIEF ALBERT IYORAH STREET, LEKKI PHASE 1, NIGERIA"
CECURE INTELLIGENCE LTD,CECURE INTELLIGENCE LTD,+2348165673533,https://cecureintel.com,info@cecureintel.com,"6300088735, 128177311, 9999999999, 694155772, 5094942519, +234 2013 309293","6, ESUGBAYI STREET, IKEJA GRA, LAGOS, NIGERIA"
CLASTEL NIGERIA LTD,CLASTEL NIGERIA LTD,+2347088572515,https://www.clastel.com,,,"10 OLUBUNMI OWA STREET, LEKKI PHASE 1, LEKKI, LAGOS, NIGERIA"
COHAESIO,COHAESIO,+2348032377429,https://www.cohaesio.co,,,"20 BOSUN ADEKOYA STREET, LAGOS, NIGERIA"
COLS PLACE LTD,COLS PLACE LTD,+2349061600003,https://www.cols-place.com,info@cols-place.com,08026795877,"14B OBAFEMI AWOLOWO WAY, IKEJA, NIGERIA"
COMMSPEC NETWORKS AND INFRASTRUCTURE LTD,COMMSPEC NETWORKS AND INFRASTRUCTURE LTD,+2348057747774,https://www.commspecng.com,,,"70 AJEGUNLE STREET, OFF MATINA ROAD, IKEJA, NIGERIA"
Computer Information Systems (CIS),Computer Information Systems (CIS),+23414605538,https://www.groupcis.com,,"2147483647, 73-4583695, 96-5927560","PLOT 1062 ABAGBON CLOSE, VICTORIA ISLAND, LAGOS, NIGERIA"
COMROES OMEGA NIG LTD,COMROES OMEGA NIG LTD,+2348026308877,https://comroesomega.com,,00000026,"BLOCK 52, PLOT 6 OMORINRE JOHNSON STREET, LEKKI PHASE ONE, LEKKI, LAGOS, NIGERIA"
Converge Group,CONVERGE GLOBAL CONCEPT TECHNOLOGIES,+23413425910,https://www.convergroup.com,"sales.kenya@convergroup.com, sales.ghana@convergroup.com, sales.uk@convergroup.com, sales@convergroup.com","29946 133, 40947 135, 60199 140, 85867 135, 00495775, 16425 136, 314788818359375, 39114 141, 95722 137, 295654296875, 00443029, 39954 138, 247532776, 85027 134, 56303 136, 93124 138, 414703369140625, 16348 135, 55462 136, +234 201 342 5910, 16348 136, 25134 137, 85027 138","Mainstreet Bank Group House, Admiralty Way, Lekki Phase One, LAGOS, NIGERIA"
Covalence Limited,COVALENCE LTD,+2348129922901,https://www.covalenceltd.com,info@covalenceltd.com,"00000057, +2348129922901, +2348170594377","KUDANG STREET PLOT 173, ABUJA, NIGERIA"
CPAAT CONSULTING LTD,CPAAT CONSULTING LTD,+2348082432888,,,,"5 KWAJI CLOSE, OFF AGUNYI IRONSI STREET, ABUJA, NIGERIA"
Creastech Limited,Creastech Limited,+2347084755837,https://creastech.com/,info@creastech.com,"+234 901 983 2344, +234 708 475 5837","2 ORA EKPEN CRESCENT, GBAGADA ROUNDABOUT, LAGOS, NIGERIA"
CWG PLC LAGOS,CWG PLC,+23412809800,https://cwg-plc.com/,info@cwg-plc.com,"07074699823, 07074699822","HEAD OFFICE Block 54A, Plot 10, Off Rufus Giwa Street, Off Adebayo Doherty Road, Off Admiralty Way, Lekki Phase 1,, LAGOS, NIGERIA"
CYBERDOME NIGERIA LTD,CYBERDOME NIGERIA LTD,+2347040100001,https://cyberdome.net/,,,"NO 3 BOBO CLOSE, MAITAMA, ABUJA, ABUJA, NIGERIA"
Cyberspace Network Limited,CYBERSPACE NETWORK LTD,+23415150100,https://www.cyberspace.net.ng,"bus-dev@cyberspace.net.ng, customercare@cyberspace.net.ng","00000057, 02010100, 29946 133, 40947 135, 09076555421, 60199 140, 85867 135, 00495775, 16425 136, 39114 141, 44030761718747, 2000000000, 95722 137, 00443029, 0201515999, 39954 138, 48097583, 85027 134, 56303 136, 09076555420, 93124 138, 41783280637749, 16348 135, 02015150167, 48097594, 55462 136, 16348 136, 25134 137, 85027 138","33 SAKA TINUBU STREET, VICTORIA ISLAND, LAGOS, NIGERIA"
Dataflex Nigeria Limited,DATAFLEX NIGERIA LIMITED,234127133407,https://www.dataflexng.com,,"321575 100, 09819 100, 188245349, 304352 100, 330867 100, 596164 100, 07047315838, 537895 100","PLOT 227B MURI OKUNOLA STREET, OFF AJOSE ADEOGUN STREET, LAGOS, NIGERIA"
DAVENOP TECHNOLOGIES,DAVENOP TECHNOLOGIES,9139390737,https://www.davenoptechnologies.com,support@davenoptechnologies.com,"993500 1733, 143188 1790, 423706 860, 702881 459, 010376 673, 938156 642, 022400 450, 825867 909, 999878 420, 215973 1156, 987579 578, 999939 1101, 838074 1787, 138489 1782, 938156 649, 999878 431, 348175 409, 671417 579, 286926 1623, 999939 1099, 227020 907, 694275 598, 042114 1809, 816040 322, 315674 1172, 102020 649, 887360 865, 683716 1624, 388229 504, 693054 1791, 440277 1799, 691132 1814, 901520 1823, 000153 710, 691254 859, 818741 1410, 788879 1171, 702972 1733, 0 0 150 100, 674850 674, 026245 753, 972443 409, 911926 1578, 215973 1172, 027893 484, 318817 413, 584076 1806, 978699 977, 026245 820, 288574 1810, 954071 1811, 852509 1799, 903961 1804, 733643 1824, 000015 1208, 983002 484, 638947 444, 993652 1141, 999924 484, 296280 666, 102020 673, 911926 1623, 825867 912, 439117 1825, 632446 899, 213684 865, 012329 1623, 900452 1823, 838074 1760, 694275 623, 923782 864, 697571 504, 911926 1488, 474548 1810, 000061 604, 758240 638, 799164 1250, 897003 1822, 999969 1023, 084015 578, 810760 416, 634064 1411, 674713 1488, 493958 413, 000061 598, 00195312, 705170 1007, 683716 1503, 0 0 143 143, 744995 1796, 735840 1806, 083008 1824, 799164 1204, 821213 1126, 996857 1802, 633545 1799, 0 0 101 101, 469894 408, 694275 648, 172424 949, 665527 837, 012299 504, 284363 367, 279907 416, 000046 601, 348099 909, 000015 462, 000000 470, 905701 598, 056793 752, 042114 1825, 822159 1255, 530426 868, 215607 1808, 295105 1581, 255554 597, 135437 1791, 680725 484, 999878 407, 452057 1799, 970398 1550, 305389 673, 316956 553, 019028 1365, 439117 1818, 00200255, 735016 1488, 652466 752, 827209 1488, 550354 1807, 098694 1733, 147644 1803, 001343 1799, 394958 1825, 851685 851, 423706 864, 000046 628, 735016 1533, 787598 413, 338120 232, 524078 845, 691772 1380, 703339 1777, 138489 1784, 038269 1810, 502045 1794, 084015 579, 817261 1813, 000000 1431, 227020 910, 255554 673, 309265 887, 999527 408, 766144 597, 999969 1071, 000946 598, 459595 1810, 344879 1364, 056793 753, 677704 910, 000000 752, 705170 1023, 891357 1624, 293503 390, 693054 1790, 294067 935, 709595 201, 000000 1621, 359558 1365, 255554 648, 000000 578, 000457471, 900452 1824, 334747 910, 146545 1250, 375244 906, 147644 1801, 816040 277, 369080 1799, 694763 1250, 744995 1805, 521118 1789, 082825 1784, 286926 1563, 999878 621, 703339 1795, 189438 887, 993652 1171, 783447 1825, 999710 1255, 010910 753, 999939 470, 280212 991, 405441 1488, 00128322, 677704 895, 862167 1408, 707184 649, 287476 429, 677704 865, 041504 1823, 286926 1502, 000000 1333, 408661 231, 172424 977, 280212 1048, 739319 752, 910950 1204, 030014 1645, 370667 1687, 292694 911, 000000 484, 093170 598, 691772 1395, 783447 1823, 474548 1808, 505615 665, 929779 1365, 172424 963, 817261 1815, 996765 756, 000000 462, 697571 578, 935410 390, 923767 786, 316956 528, 255554 623, 0 0 1999 558, 550354 1814, 279907 429, 758240 617, 806900 232, 999939 1095, 293503 186, 114105 231, 287292 1815, 803192 641, 999557 1252, 524078 859, 000333333, 370361 1821, 287476 443, 000000 2000, 204346 851, 816040 232, 674850 648, 305389 623, 883881 1821, 493225 1814, 302063 579, 096313 1828, 334747 897, 000137 522, 825989 231, 937836 1816, 765320 1811, 620575 865, 000000 1802, 705170 977, 864807 865, 756012 1411, 874756 909, 280212 935, 993652 1126, 927185 1442, 627380 1801, 000636957, 317322 231, 390564 435, 999557 1255, 253464 1172, 348099 899, 000015 444, 521118 1791, 806900 285, 495300 706, 189438 861, 999573 1253, 379150 1808, 822159 1350, 806900 338, 344147 1581, 999954 1205, 0 0 161 101, 996857 1819, 999603 417, 318817 409, 970398 1581, 747955 1623, 286926 1442, 330994 1794, 776123 1405, 864807 866, 038269 1816, 000046 607, 459595 1803, 302063 528, 000417197, 674713 1519, 702881 434, 711792 1808, 697571 554, 936310 1801, 129242 579, 776123 1385, 583221 422, 999939 457, 469894 410, 000290 710, 683716 1442, 999939 1104, 566376 1488, 999603 484, 709595 231, 0 0 121 121, 709595 216, 261765 645, 999924 458, 936310 1806, 937836 1821, 982941 1687, 210388 1126, 000000 597, 000290 707, 674850 623, 474152 1488, 095428 1825, 694275 673, 634705 673, 293503 254, 502045 1795, 860886 1172, 022400 473, 284210 1798, 035675 1795, 214859 1442, 000000 621, 573486 1410, 680511 752, 180511 641, 733643 1823, 096313 1807, 763458 578, 376648 848, 971985 450, +234-916-034-8233, 280212 1104, 500183 1791, 674850 598, 049774 1799, 636322 597, 070709 484, 702881 409, 000290 709, 999573 1250, 697571 529, 696045 1104, 369080 1794, 971985 435, 058014 431, 379150 1810, 436401 597, 493958 409, 504883 1809, 296295 752, 634064 1410, 816040 367, 674713 1581, 627380 1794, 611771 578, 041504 1824, 198212 644, 810760 431, 999969 1096, 375244 911, 193298 913, 357941 1171, 583221 413, 999603 439, 270798 232, 901520 1824, 702118 865, 515625 1790, 0 0 140 100, 982025 504, 298508 1645, 632446 903, 999527 414, 709946 1385, 803192 647, 707184 675, 883881 1822, 282425 1758, 903961 1799, 370361 1808, 705170 992, 000000 605, 570343 1801, 691772 1365, 999710 1317, 515625 1789, 000137 539, 999603 462, 440277 1798, 504883 1806, 709946 1362, 00063777, 172424 935, 628265 1624, 838074 1814, 735840 1809, 344879 1365, 923767 854, 390564 444, 799164 1235, 592407 1816, 000290 706, 296280 674, 369781 1801, 302063 553, 513580 1794, 736481 1171, 787598 421, 309265 906, 166168 597, 000000 780, 163132 755, 999999999, 350830 901, 668030 390, 250488 598, 058014 440, 082825 1802, 059204 1789, 219299 1823, 416077 1204, 112793 410, 097961 854, 0 0 152 151, 584076 1801, 530426 865, 304611 865, 993652 1155, 787476 1733, 665527 852, 000000 477, 010910 756, 862167 1398, 366577 977, 000000 838, 702972 1687, 807068 231, 357727 504, 354370 1442, 302063 504, 702972 1702, 000000 809, 001343 1804, 851685 788, 999527 411, 806900 390, 765320 1815, 000000 613, 284210 1805, 657547 756, 000153 802, 711792 1810, 102417 706, 897003 1823, 000137 504, 999939 484, 999969 1204, 180511 628, 037720 752, 465256 598, 999939 442, 638947 471, 570374 1411, 652283 484, 112793 407, 288055 1411, 954071 1814, 304611 856, 097961 865, 633362 721, 923782 868, 799164 1220, 592407 1814, 316956 504, 735016 1624, 000000 572, 215607 1795, 198212 649, 305389 648, 874756 910, 677704 881, 633362 736, 000137 558, 000000 565, 817871 1347, 135437 1790, 350830 897, 683716 1564, 817871 1365, 736481 1172, 633362 706, 972412 186, 369781 1814, 825989 322, 261765 638, 959579 1814, 738007 1733, 691772 1411, 282425 1814, 505615 673, 025574 935, 215973 1126, 059204 1784, 702972 1717, +234 916 034 8233, 215973 1141, 282425 1645, 000015 409, 674713 1550, 129242 578, 05003899, 000000 557, 394958 1824, 287292 1813, 393097 910, 573486 1408, 019028 1358, 293503 322, 999878 443, 838074 1733, 357178 186, 633362 752, 513580 1819, 857422 1442, 996765 819, 204346 862, 702881 484, 350311 367, 825989 367, 023621 1023, 911926 1533, 083008 1823, 825989 277, 999969 1207, 000000 1799, 970398 1519, 282425 1701, 0 0 136 100, 691254 863, 163132 752, 964478 1104, 709595 186, 330994 1796, 970398 1488, 193298 911, 735016 1578, 887360 862, 999954 1208, 657547 848, 000015 1303, 999527 417, 292694 903, 999878 635, 219299 1819, 376648 874, 316956 578, 000015 427, 305389 598, 570343 1795, 602402 484, 999969 1047, 357941 1170, 635742 1023","2 OLU THOMAS SHAGISHA, CMD ROAD LAGOS, LAGOS, NIGERIA"
DE GLAMGALLERY TECHNOLOGIES LTD,DE GLAMGALLERY TECHNOLOGIES LTD,7077958749,https://www.deglamgallerytech.com,info@deglamgallerytech.com,"463499852, 737013735, 1310225428, 1268368563, 651618207, 4109123758, 901347462, 2264125279, 3020080000","43B EMINA CRESCENT OFF TOYIN STREET, IKEJA, NIGERIA"
DEXTERPRO TECHNOLOGY LTD,DEXTERPRO TECHNOLOGY LTD,+2348165353645,https://www.dexterprotechnology.com,info@dexterprotechnology.com,08165353645,"36B JAY JAY OLADIMEJI ST, IKATE, LEKKI, NIGERIA"
DIGITAL COMMUNICATIONS KONSULT NIGERIA LIMITED,Digital Communications Konsult Nigeria Limited,+2348033002348,https://www.dckng.com,,,"33, Akerele Street, Surulere, NIGERIA"
Dimension Data Nigeria Ltd,DIMENSION DATA NIGERIA LTD,2342012709901,https://WWW.DIMENSIONDATA.COM,,"2147483647, 37216-5922-4382","3B, LIGALI AYORINDE STREET,, VICTORIA ISLAND , LAGOS, NIGERIA"
DNIL,Lagos HQ,+2348076406518,https://www.dnilsolutions.com,info@dnilsolutions.com,"036901809, 860343725, 567963452, 10893438","15B OGIDI CRESCENT OFF CHRIST AVENUE, OFF ADMIRALTY ROAD, LEKKI PHASE 1, LAGOS, NIGERIA"
Edgebase Technologies Ltd.,Edgebase Technologies Ltd.,+2348029999871,https://www.edgebasetech.com,info@edgebasetech.com,"+234 802 999 9871, +234 802 999 9867, 234) 802 999, +1 (817) 369 5735, 20100101, 2000000000, 380825083258","16 SULE ABUKA STREET, OFF OPEBI ROAD, BESIDE GTB, IKEJA, NIGERIA"
Edgenet Consulting Limited,EDGENET CONSULTING LTD,+2348085771225,https://www.edgenetgroup.com,,"02010100, +234-(0) 708 222, 99999999, 1185765407, 999999999, 00000026","51 OGUNDANA STREET ALLEN, IKEJA, NIGERIA"
Emerald Galaxy technology hub Limited,EMERALD GALAXY TECHNOLOGY HUB LTD,+2348179440627,https://www.emeraldgalaxytechnology.com,sales@emeraldgtech.com,"370 302 318 298, +2348036541053, 1002 330 976 374, 1430 98 1388 164, 440 364 366 350, 1380 136 1354 190, 0 0 1500 458, 1116 116 1092 182, 402 350 350 354, 850 170 826 236, 644 296 620 362, 1146 152 1122 218, 870 194 846 260, 1390 148 1364 202, 810 122 786 188, 1126 128 1102 194, 1142 190 1116 244, 1152 202 1126 256, 1182 238 1156 292, 1370 38 1338 104, 1424 254 1398 298, 1076 68 1052 134, 1172 226 1146 280, 666 298 640 352, 860 182 836 248, 1086 80 1062 146, 378 314 326 312, 1012 342 986 386, 1096 92 1072 158, 914 256 888 310, 1394 62 1358 128, 574 212 550 278, 346 266 294 256, 706 346 680 400, 880 206 856 272, 890 218 866 284, 634 284 610 350, 1218 298 1192 342, 584 224 560 290, 1418 86 1378 152, 900 230 876 296, 604 248 580 314, 1410 172 1384 226, 1420 184 1394 238, 904 244 878 298, 786 362 760 406, 1066 56 1042 122, 686 322 660 376, 448 376 374 364, 934 280 908 334, 1198 274 1172 318, 564 200 540 266, 676 310 650 364, 572 430 448 404, 1208 286 1182 330, 1406 74 1368 140, 924 268 898 322, 1136 140 1112 206, 556 406 432 376, 1400 160 1374 214, 554 188 530 254, 394 338 342 340, 820 134 796 200, 1156 164 1132 230, +2349164228000, 594 236 570 302, 796 374 770 418, 338 254 286 244, 410 362 358 368, 944 292 918 346, 354 278 302 270, 1414 242 1388 286, 696 334 670 388, 992 318 966 362, 840 158 816 224, 464 400 390 392, 386 326 334 326, 1106 104 1082 170, 614 260 590 326, 03099474, 624 272 600 338, 456 388 382 378, 806 386 780 430, 564 418 440 390, 1404 230 1378 274, 1162 214 1136 268, 830 146 806 212, 1382 50 1348 116, 432 352 358 336, 362 290 310 284","NO 1,AJIUN AMDALAT OGUDU ORI OKE, LAGOS, NIGERIA"
EMOCOM TECHNOLOGIES AND CONSULTING LIMITED,EMOCOM TECHNOLOGIES AND CONSULTING LIMITED.,+2347034447660,https://www.emocomgroup.com,info@emocomgroup.com,"+234-803-305-0177, +234 803 305 0177","A83A ROAD 2 CARLTON GATE ESTATE, CHEVRON DRIVE-LEKKI LAGOS, ETI-OSA, LGA, LAGOS, NIGERIA"
Enov8 Solutions Limited,ENOV8 SOLUTIONS LTD,+2348179757496,,,,"5A AWUDU EKPEGHA BOULEVARD, OFF ADMIRALTY WAY, LEKKI LAGOS, NIGERIA"
EPIC DIGITAL SOLUTIONS,EPIC DIGITAL SOLUTIONS,+2348098644389,,,,"67 PRINCE KAZEEM ELETU WAY, OSAPA LONDON, LEKKI, NIGERIA"
eProcess Consulting,eProcess Consulting,+2348034261730,https://www.eprocessconsulting.com,info@eprocessconsulting.com,"+234 (0) 80342617, +234 (0) 909 540, +234 (0) 803 426","3B DOTUN JOLAOSO CLOSE, OFF ADEBOYE SHOLANKE STREET, LAGOS, NIGERIA"
EQUINIX DATACENTER NIGERIA LTD,EQUINIX DATACENTER NIGERIA LTD,+2347006246663,https://www.equinix.com,,"2147483646, 6666666667, 1240278992, 80000000, 2147483647, 2147483645, 3333333333","13 LIGALI AYORINDE, LAGOS, NIGERIA"
ETHNOS CYBER LTD,ETHNOS CYBER LTD,+2348038447285,https://www.ethnoscyber.com,"secure@ethnoscyber.com, sales@ethnoscyber.com",020-163-0603,"207A MURI OKUNOLA STREET, LAGOS, NIGERIA"
Fastspeed Business Solutions Limited,FASTSPEED BUSINESS SOLUTION LTD,09010010539,https://www.fastspeedsolutions.com,sales@fastspeedsolutions.com,"+234 (0) 806 665, 90 1001 0540","143 OJUELEGBA ROAD BY KARIMU STREET SURULERE, LAGOS, NIGERIA"
FIVE TALENT TECHNOLOGY LTD,FIVE TALENT TECHNOLOGY LTD,8146436610,https://fivetalenttech.com,"sales@fivetalenttech.com, info@fivetalenttech.com",162550 100,"4, OLA STREET,, OKEIRA OGBA, OGBA, NIGERIA"
Focus Group Limited,Focus Group Limited,+2349034922433,https://www.focusgroupng.net,info@focusgroupng.com,"234 903 492 2433, +2349034922433","BLOCK 75 PLOT15, ICHIE MIKE EJEZIE,OFF FOLA OSIBO, LEKKI, NIGERIA"
FORESIGHT INNOVATIVE SOLUTIONS LTD,FORESIGHT INNOVATIVE SOLUTIONS LTD,+2349023331188,https://www.foresightis.com,support@foresightis.com,"00000057, 17528292065, 0 0 512 512, 16843172, +2348163402739","14A ADEWALE KOLAWOLE CRESCENT, LEKKI PHASE 1, LAGOS, LAGOS IGBIDE, NIGERIA"
Fortis Fortuna Technology Ltd,FORTIS FORTUNA TECHNOLOGY LTD,+2347030241091,https://www.fft.ng,"info@fft.ng, support@fft.ng","+234 802 311 4775, 0802 311 4775, 000) 000-000","14, ORE CLOSE OFF BABATUNDE STREET, OFF OGUNLANA STREET, SURULERE, LAGOS, NIGERIA"
GEL SYNERGY SOLUTIONS LTD,GEL SYNERGY SOLUTIONS LTD,+2348037328066,https://www.gelsynergysolutions.com,info@gelsynergysolutions.com,"08053886088, 07088884248, 00000026, 07058628880, +234 805 388 6088","4TH FLOOR SUITE 14A CITY PLAZA DAS CLOSE OFF RUKUBA STREET, AREA 11 GARKI, ABUJA, NIGERIA"
GLOBAL CONCEPT EMERGE TECHNOLOGIES LTD,GLOBAL CONCEPT EMERGE TECHNOLOGIES LTD,+23412719173,https://www.gcetng.com,,,"5TH FLOOR, MULLINER TOWERS, 39 ALFRED REWANE ROAD, IKOYI, NIGERIA"
GOOD TO GREAT TECHNOLOGIES LTD,GOOD TO GREAT TECHNOLOGIES LTD,+2348128885609,,,,"A3 A2 STREET NICON TOWN ESTATE, LEKKI, NIGERIA"
Greanspace Technologies Limited,GREANSPACE TECHNOLOGIES LTD,+2348078325985,https://www.gspacetechnologies.com,sales@gspacetechnologies.com,"+234)80783259, 23000000, 23666666, 23999999","COOPLAG GARDENS, LAGOS, NIGERIA"
Ha-Shem Network Services,HA-SHEM LIMITED,+23414546937,,,,"9 IBIKUNLE STREET, OFF UNIVERSITY ROAD/HERBERT MACAULAY WAY, LAGOS, NIGERIA"
Hafol Resources Limited,HAFOL RESOURCES LTD,+2348099925087,https://hafolresources.com,info@hafolresources.com,"10000000, +234 809 9925 087, 94138289, +234 817 6688 598","OWORONSHOKI EXP WAY, OGUNTONA CRESCENT GBAGADA PHASE I 9, GBAGADA, NIGERIA"
HDIT INTEGRATED SYSTEMS LIMITED,HDIT INTEGRATED SYSTEMS LTD,+2348100577197,https://www.hditsystemsltd.com,info@hditsystemsltd.com,"10000000, 02120076, 199066838, +234-802-802-5494, 5748501054, +234-706-325-1415","33, SAJI AYANGADE STREET, ANTHONY VILLAGE, LAGOS, NIGERIA"
HEIRS TECHNOLOGIES LIMITED,HEIRS TECHNOLOGIES LIMITED,+23418889719,https://heirstechnologies.framer.website/,,,"1, MACGREGOR ROAD, LAGOS, NIGERIA"
