partner_name,site_name,site_phone,web_addr,address
CIPHERLINK DIGITAL,CIPHERLINK DIGITAL,+254718169948,https://www.cipherlinkdigital.com,"3T, AZALEA HEIGHTS, GENERAL MATHENGE, WESTLANDS, NAIROBI, KENYA, NAIROBI, KENYA"
Novel Cloud Ltd,Novel Cloud Ltd,+254755231060,,"38721, Suite 28, Karen Village, Karen, Nairobi, KENYA"
Finsys Limited,FINSYS LTD,254111338800,https://www.finsys-group.com,"Applewood Adams, 5th Floor, NAIROBI, KENYA"
KELEGA ENGINEERING LTD,KELEGA ENGINEERING LTD,+254721442616,https://kelega.vercel.app/,"106309, NAIROBI, KENYA"
Echo International Kenya Ltd,ECHO INTERNATIONAL KENYA LTD,+254206190000,https://www.echokenya.co.ke,"Waiyaki Way 5th Floor, West End Towers PO BOX 63017, NAIROBI, KENYA"
CLOUDLOGIC LTD,CLOUDLOGIC LTD,+254725803679,https://cloudlogic.co.ke/,"Showbe Plaza, 3rd Floor, Block B, NAIROBI, KENYA"
ADSOLUTE SYSTEMS LTD,ADSOLUTE SYSTEMS LTD,+254725656213,,"AZURE TOWERS, LANTANA ROAD, NAIROBI, KENYA, NAIROBI, KENYA"
Dolphin Professional Services Limited,DOLPHIN PROFESSIONAL SERVICES LIMITED,+254712140144,https://dpsl.africa,"WESTCOM POINT BUILDING, 4TH FLOOR MAHIGA MAIRU AVENUE, NAIROBI, KENYA"
Tivella Technologies Ltd,TIVELLA TECHNOLOGIES LTD,+254713387281,https://www.tivellatech.co.ke,"STANDARD ST,10TH FLOOR BRUCE HOUSE, NAIROBI, KENYA"
DITHUB ENGINEERING LTD,DITHUB ENGINEERING LTD,+254727200910,https://www.dithubafrica.com,"NANDI ROAD, KAREN, NAIROBI, KENYA"
Cyberoom,CYBEROOM,+254204040013,,"EATON PLACE,2ND FLOOR, NAIROBI, KENYA"
Infosphere Systems Ltd,INFOSPHERE SYSTEMS LTD,+254777283238,https://www.infospheresystems.com,"ROSE AVENUE COURT - HURLINGHAM OFF ROSE AVENUE, NAIROBI, KENYA"
BCK Kenya Ltd,BCK Kenya Ltd,+254721902450,https://www.bck.co.ke,"WESTCOM POINT BUILDING, 9TH FLOOR, MAHIGA MAIRU ROAD, NAIROBI, KENYA"
Soliton Telmec U Limited,SOLITON TELMEC LTD,+254709499000,https://www.soliton.co.ke,"SOLITON PARK, NORTH AIRPORT ROAD, NAIROBI, KENYA"
Expand Logix Limited,Expand Logix Limited,+254716376793,https://www.expandlogix.com,"UNIT 6, 1ST FLOOR, TOWER 2, MIRAGE TOWERS, OFF CHIROMO ROAD IN WESTLANDS, NAIROBI, KENYA"
